Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,N_HOMO,N_LUMO,N_DM,N_EB,N_EA_H,N_EA_nonH,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,N_HOMO_PM6,N_LUMO_PM6,N_DM_PM6,N_EB_PM6,N_EA_H_PM6,N_EA_nonH_PM6
molecule_46,Train,C=C(O[Si](C)(C)C)C1=CC=CC=C1,dichloromethane,C-Pi,6.22,-0.7,-6.5,-1.3,1.3,2,-0.26812,0.00363,1.1358,-1.20281,0.25379,2.00198,224.3065972,105.4005142,-0.205832678,-0.210817,-0.148724,-0.33977,-0.00408,1.594,-0.636012,0.187292,0.537032
molecule_460,Train,OC1=CC=C2C(C=CN2)=C1,acetonitrile,C-Pi,6.44,-4.7,-4.7,-3.3,-0.3,4.3,-0.24901,0.01957,2.1699,-0.70251,0.472,0.33322,198.7257329,99.20907351,-0.112989909,-0.074074,-0.100836,-0.3077,-0.00558,2.3921,-0.481381,0.321157,0.309296
molecule_461,Train,CC1=CC=C2C(C=CN2)=C1,acetonitrile,C-Pi,6,-4.7,-4.7,-3.3,-0.3,4.3,-0.25259,0.02313,1.9966,-0.63842,0.42142,0.16521,197.1782893,97.27734384,-0.129663816,-0.13059,-0.09811,-0.30732,0.00499,1.5462,-0.492071,0.264348,0.074915
molecule_462,Train,ClC1=CC=C2C(C=CN2)=C1,acetonitrile,C-Pi,4.42,-4.7,-4.7,-3.3,-0.3,4.3,-0.26472,0.00817,4.119,-0.59106,0.42433,0.16642,196.4243691,95.99946702,-0.126249865,-0.127081,-0.093757,-0.32123,-0.0115,4.0111,-0.260806,0.267894,0.053478
molecule_463,Train,BrC1=CC=C2C(C=CN2)=C1,acetonitrile,C-Pi,4.38,-4.7,-4.7,-3.3,-0.3,4.3,-0.26547,0.00662,4.2618,-0.59082,0.42467,0.16892,197.3664297,97.47358831,-0.165450187,-0.118244,-0.092876,-0.32359,-0.01194,4.0251,-0.254148,0.268444,0.072422
molecule_464,Train,N#CC1=CC=C2C(C=CN2)=C1,acetonitrile,C-Pi,2.83,-4.7,-4.7,-3.3,-0.3,4.3,-0.27892,-0.00908,7.0929,-0.58788,0.42723,0.30922,196.1082972,95.67168148,-0.137167165,-0.138168,-0.08736,-0.33333,-0.0214,6.3519,-0.255008,0.270341,0.104188
molecule_465,Test,O=C(C1=CC=C2C(C=CN2)=C1)O,acetonitrile,C-Pi,3.97,-4.7,-4.7,-3.3,-0.3,4.3,-0.26681,-0.00076,4.1764,-0.72993,0.49159,0.87775,196.6763718,96.58044639,-0.130071902,-0.131051,-0.088489,-0.3321,-0.02219,4.8876,-0.54319,0.34098,0.65654
molecule_466,Train,CC1=CC2=CC(OC)=CC=C2N1,acetonitrile,C-Pi,7.26,-4.7,-4.7,-3.3,-0.3,4.3,-0.24077,0.02244,2.8839,-0.66313,0.41791,0.31823,232.2769009,100.0435606,-0.1049645,-0.075802,-0.106713,-0.29551,0.00343,3.3248,-0.509941,0.266805,0.309292
molecule_467,Train,CC1=CC=C2C(C=C(C)N2)=C1,acetonitrile,C-Pi,7.22,-4.7,-4.7,-3.3,-0.3,4.3,-0.24705,0.02641,2.3799,-0.66311,0.41806,0.19214,232.5876932,101.6483314,-0.125533426,-0.126683,-0.105544,-0.30434,0.00987,2.1381,-0.503744,0.266512,0.191281
molecule_468,Train,CC1=CC2=CC=CC=C2N1,acetonitrile,C-Pi,6.91,-4.7,-4.7,-3.3,-0.3,4.3,-0.24901,0.0243,2.6599,-0.66326,0.41848,0.19313,225.2747261,86.36879713,-0.127842514,-0.131529,-0.107728,-0.30723,0.00777,2.6912,-0.502218,0.26771,0.184135
molecule_469,Train,ClC1=CC=C2C(C=C(C)N2)=C1,acetonitrile,C-Pi,6.08,-4.7,-4.7,-3.3,-0.3,4.3,-0.25967,0.01198,4.6377,-0.66422,0.42085,0.19907,234.251833,99.75701699,-0.137844267,-0.138985,-0.102116,-0.31832,-0.00664,4.9257,-0.505607,0.269911,0.196484
molecule_470,Train,COC1=C(C=CN2)C2=CC=C1,acetonitrile,C-Pi,5.41,-4.7,-4.7,-3.3,-0.3,4.3,-0.23971,0.0318,1.0657,-0.59067,0.42155,0.3698,145.2851985,103.7686386,-0.10076856,-0.089497,-0.09197,-0.29968,0.01045,0.7742,-0.448501,0.266317,0.388432
molecule_471,Test,C12=CC=CN=C1NC=C2,acetonitrile,C-Pi,3.87,-4.7,-4.7,-3.3,-0.3,4.3,-0.27043,0.00432,1.5771,-0.60148,0.43164,0.42235,192.2024528,89.32559448,-0.145572844,-0.143583,-0.096609,-0.33072,-0.00999,1.4384,-0.339991,0.278812,0.183024
molecule_474,Train,CC(C)(C)N=[C],dichloromethane,N-SP2,5.47,-0.7,-6.5,-1.3,1.3,2,-0.30382,0.03485,1.5547,-0.64181,0.22718,0.10837,148.7948126,94.80557628,-0.288966874,-0.292565,-0.18085,-0.34906,0.03564,2.056,-0.551936,0.167264,0.345021
molecule_475,Train,[C-]#[N+]Cc1ccccc1,dichloromethane,C-Anion,4.9,-0.7,-6.5,-1.3,1.3,2,-0.31952,0.00668,3.9264,-0.56128,0.24756,0.28746,26.25987708,39.38981562,-0.164934539,-0.088996,-0.106561,-0.36059,-0.00169,3.2384,-0.364969,0.152452,0.136419
molecule_476,Train,CC1=C(N=[C])C(C)=CC=C1,dichloromethane,N-SP2,4.59,-0.7,-6.5,-1.3,1.3,2,-0.27189,0.01067,1.5489,-0.64925,0.24034,0.15262,212.0713494,112.2978058,-0.122035516,-0.104548,-0.159693,-0.32149,0.01485,1.9858,-0.490711,0.177849,0.090938
molecule_477,Test,Cc1ccc(cc1)[S](=O)(=O)C[N+]#[C-],dichloromethane,C-Anion,3.5,-0.7,-6.5,-1.3,1.3,2,-0.33169,-0.02424,4.7095,-0.94784,0.27518,2.14946,127.2754871,81.87175361,-0.127330976,-0.036796,-0.067116,-0.37831,-0.02363,5.195,-0.935279,0.211711,2.419211
molecule_478,Train,[C]=NC1=CC=C(C#N)C=C1,dichloromethane,N-SP2,3.57,-0.7,-6.5,-1.3,1.3,2,-0.30411,-0.03772,4.7535,-0.4645,0.24885,0.30415,202.6176403,77.31845621,-0.12795445,-0.114964,-0.167182,-0.34918,-0.02632,5.0353,-0.254488,0.173786,0.187865
molecule_479,Train,[H]N([H])[H],water,N-SP3,9.48,-17.1,-8.8,5.6,0.1,0.6,-0.32321,0.0979,1.7898,-1.05483,0.35162,-1.05483,90.02226163,45.01722939,-0.553152834,-0.574399,-0.322247,-0.3711,0.16115,2.2489,-0.594888,0.198313,-0.594888
molecule_48,Train,C=C(OC1=CC=CC=C1)O[Si](C)(C)C,dichloromethane,C-Pi,8.23,-0.7,-6.5,-1.3,1.3,2,-0.27768,0.01914,1.8891,-1.20529,0.25612,2.00033,216.6212061,102.0938034,-0.203077801,-0.205364,-0.150715,-0.3338,0.00477,1.5743,-0.640594,0.203341,0.600872
molecule_480,Train,[H]N(C)[H],water,N-SP3,13.85,-17.1,-8.8,5.6,0.1,0.6,-0.29438,0.09915,1.3774,-0.87882,0.35366,-0.40014,199.9815228,65.39137955,-0.423694575,-0.435861,-0.267483,-0.34602,0.12829,2.0325,-0.48492,0.198673,-0.339191
molecule_481,Train,[H]N(CC)[H],water,N-SP3,12.87,-17.1,-8.8,5.6,0.1,0.6,-0.29528,0.09534,1.3166,-0.88879,0.35957,-0.20433,212.2295577,74.0679413,-0.400906226,-0.410508,-0.267949,-0.34147,0.12873,1.9551,-0.529551,0.204327,-0.096579
molecule_482,Test,[H]N(C(C)C)[H],water,N-SP3,12,-17.1,-8.8,5.6,0.1,0.6,-0.29625,0.08789,1.2567,-0.88752,0.35763,-0.03069,232.0146278,94.66228293,-0.385559188,-0.396945,-0.259562,-0.34415,0.13161,1.9437,-0.564943,0.207903,0.149423
molecule_483,Train,[H]N(C(C)(C)C)[H],water,N-SP3,10.48,-17.1,-8.8,5.6,0.1,0.6,-0.29696,0.07959,1.2118,-0.89204,0.35651,0.13631,188.2571098,94.63056379,-0.37078816,-0.381958,-0.254472,-0.34147,0.13298,1.7549,-0.592219,0.211693,0.386283
molecule_484,Test,[H]N(C)C,water,N-SP3,17.12,-17.1,-8.8,5.6,0.1,0.6,-0.27813,0.09717,0.9648,-0.71604,0.3603,-0.40347,203.8861319,68.29255454,-0.346969826,-0.352716,-0.213943,-0.32921,0.11657,1.8339,-0.361521,0.201902,-0.34474
molecule_485,Train,[H]N(CC)CC,water,N-SP3,14.68,-17.1,-8.8,5.6,0.1,0.6,-0.27915,0.09651,0.8444,-0.7334,0.35647,-0.20501,210.6778887,92.8900817,-0.326497887,-0.332493,-0.206316,-0.32311,0.11542,1.6251,-0.481571,0.212913,-0.099458
molecule_486,Train,[H]N1CCCC1,water,N-SP3,17.21,-17.1,-8.8,5.6,0.1,0.6,-0.27008,0.08942,0.9842,-0.74239,0.3746,-0.20872,127.3339252,84.02299667,-0.328853013,-0.334599,-0.215751,-0.3351,0.11355,1.9761,-0.407069,0.203665,-0.138728
molecule_487,Train,[H]N1CCCCC1,water,N-SP3,18.13,-17.1,-8.8,5.6,0.1,0.6,-0.27256,0.09058,1.0984,-0.72546,0.35755,-0.2169,203.9735766,68.3952218,-0.299870814,-0.305256,-0.212945,-0.32773,0.11994,1.8531,-0.412771,0.20743,-0.130977
molecule_488,Train,[H]N1CCOCC1,water,N-SP3,15.62,-17.1,-8.8,5.6,0.1,0.6,-0.27242,0.09176,1.2766,-0.72359,0.3583,-0.07415,203.2078282,67.91899442,-0.230043422,-0.23419,-0.212565,-0.33199,0.07493,1.4625,-0.441337,0.20709,-0.05151
molecule_489,Train,[H]N1CCNCC1,water,N-SP3,17.22,-17.1,-8.8,5.6,0.1,0.6,-0.25133,0.09251,0,-0.72559,0.35844,-0.23647,204.0153733,68.46161729,-0.162432754,-0.165349,-0.214451,-0.31819,0.10511,0,-0.39551,0.209438,-0.193616
molecule_49,Train,C1(N2CCOCC2)=CCCCC1,dichloromethane,C-Pi,11.4,-0.7,-6.5,-1.3,1.3,2,-0.24903,0.06856,1.0393,-0.61464,0.23601,0.19398,138.2781612,98.09272912,-0.156279284,-0.157802,-0.090087,-0.31097,0.04799,1.5567,-0.449875,0.157719,0.172959
molecule_490,Test,[H]N1CCCCCC1,water,N-SP3,18.29,-17.1,-8.8,5.6,0.1,0.6,-0.27654,0.08631,0.8208,-0.73549,0.3695,-0.20448,209.3065677,70.43997298,-0.317794367,-0.315076,-0.214952,-0.32276,0.11973,1.5755,-0.436281,0.205229,-0.12197
molecule_491,Train,NCC#N,water,N-SP3,10.8,-17.1,-8.8,5.6,0.1,0.6,-0.33875,0.05763,2.4884,-0.86087,0.37123,0.27402,200.2012281,65.3789993,-0.427486894,-0.439872,-0.241378,-0.38182,0.03101,1.6863,-0.484932,0.217465,-0.001801
molecule_492,Train,OCCN,water,N-SP3,12.61,-17.1,-8.8,5.6,0.1,0.6,-0.29224,0.08948,0.9511,-0.89719,0.46491,-0.05005,228.0752925,90.30182504,-0.404291985,-0.415993,-0.264464,-0.35627,0.09967,1.9885,-0.551837,0.307276,0.00927
molecule_493,Train,NCCN,water,N-SP3,13.28,-17.1,-8.8,5.6,0.1,0.6,-0.29215,0.09506,1.963,-0.88981,0.36325,-0.21114,199.7962213,65.48619717,-0.208560533,-0.242814,-0.263134,-0.34466,0.11117,2.3484,-0.528371,0.207891,-0.143312
molecule_494,Train,NCC#C,water,N-SP3,12.29,-17.1,-8.8,5.6,0.1,0.6,-0.30583,0.06908,1.6549,-0.86809,0.36288,-0.04354,197.4299237,65.18557887,-0.289403233,-0.373672,-0.254337,-0.36278,0.0492,1.2335,-0.49699,0.209885,-0.104284
molecule_496,Train,NCC1=CC=CC=C1,water,N-SP3,13.44,-17.1,-8.8,5.6,0.1,0.6,-0.28808,0.03181,1.5174,-0.89071,0.36724,-0.06017,199.0490498,65.15905294,-0.134086915,-0.170876,-0.259297,-0.34722,0.01168,1.7366,-0.512396,0.209978,0.025572
molecule_497,Train,NC1=CC=C(Cl)C=C1,acetonitrile,N-SP2,12.92,-4.7,-4.7,-3.3,-0.3,4.3,-0.24791,0.02357,3.8964,-0.83096,0.39793,0.19307,206.8204122,69.13547127,-0.1700978,-0.158691,-0.196118,-0.30725,0.00354,3.8879,-0.540709,0.26478,0.316484
molecule_499,Train,NC1=CC=CC=C1,acetonitrile,N-SP2,12.64,-4.7,-4.7,-3.3,-0.3,4.3,-0.24455,0.03825,2.0269,-0.83296,0.39575,0.19641,205.4378673,68.44085268,-0.168921393,-0.173942,-0.199693,-0.30218,0.01985,1.7646,-0.553651,0.262429,0.334334
molecule_50,Train,C1(N2CCCCC2)=CCCCC1,dichloromethane,C-Pi,13.36,-0.7,-6.5,-1.3,1.3,2,-0.2462,0.07032,0.5791,-0.57226,0.23428,0.19284,137.2892231,92.70659706,-0.1550923,-0.149375,-0.087361,-0.29907,0.05685,1.0308,-0.349581,0.157486,0.18455
molecule_501,Train,NC1=CC=C(C)C=C1,acetonitrile,N-SP2,13.19,-4.7,-4.7,-3.3,-0.3,4.3,-0.2371,0.03855,1.7315,-0.83575,0.39508,0.19028,191.3895257,68.50668056,-0.157319142,-0.152225,-0.210865,-0.30265,0.01627,1.4359,-0.508658,0.234981,0.216146
molecule_503,Train,NC1=CC=C(OC)C=C1,acetonitrile,N-SP2,13.42,-4.7,-4.7,-3.3,-0.3,4.3,-0.22679,0.03513,1.9516,-0.84176,0.39454,0.29503,206.5377677,68.47392047,-0.142136085,-0.146785,-0.206857,-0.29524,0.00776,2.1097,-0.497625,0.230337,0.241144
molecule_505,Train,CNCC#N,water,N-SP3,13.5,-17.1,-8.8,5.6,0.1,0.6,-0.31147,0.05931,4.1815,-0.70474,0.3753,0.30473,149.1027247,87.10117369,-0.341598298,-0.347592,-0.198953,-0.35622,0.03653,4.5497,-0.369155,0.218213,0.058288
molecule_506,Train,NCC(OC)=O,water,N-SP3,12.08,-17.1,-8.8,5.6,0.1,0.6,-0.30312,0.059,2.0595,-0.8876,0.37726,0.87565,161.7006655,83.60618232,-0.410350273,-0.421652,-0.259588,-0.36716,0.01764,1.8094,-0.513105,0.217861,0.569211
molecule_507,Train,NCC(N)=O,water,N-SP3,12.29,-17.1,-8.8,5.6,0.1,0.6,-0.29687,0.07319,3.616,-0.88975,0.40892,0.73228,203.2735187,75.66367762,-0.389597147,-0.400259,-0.262992,-0.36097,0.0294,3.5586,-0.596903,0.276938,0.554516
molecule_508,Train,NCCCN,water,N-SP3,14.02,-17.1,-8.8,5.6,0.1,0.6,-0.2948,0.09595,1.303,-0.88527,0.36051,-0.20218,200.3984109,65.63638178,-0.203322634,-0.244034,-0.264617,-0.3456,0.11909,1.7115,-0.523254,0.205027,-0.138018
molecule_509,Train,COC1=CC=CC=C1,dichloromethane,C-Pi,-1.18,-0.7,-6.5,-1.3,1.3,2,-0.27416,0.02795,1.3445,-0.56012,0.24001,0.34112,224.0652645,70.53600303,-0.142676037,-0.144886,-0.065709,-0.32461,0.01068,1.6216,-0.377357,0.177665,0.342359
molecule_51,Train,C/C=C\C,dichloromethane,C-Pi,-2.44,-0.7,-6.5,-1.3,1.3,2,-0.29453,0.0596,0.3405,-0.67899,0.22766,-0.21556,212.140986,85.65836112,-0.222622552,-0.225433,-0.05815,-0.34852,0.05429,0.5655,-0.458347,0.156931,-0.138294
molecule_510,Train,O=S([CH-]C1=CC=C([N+]([O-])=O)C=C1)(C(F)(F)F)=O,dimethylsulfoxide,C-Anion,14.49,-7.2,4,-4,2.6,0.6,-0.11249,0.07853,2.8475,-0.98319,0.25215,2.07138,174.7564477,106.9541564,-0.170535399,-0.171072,-0.193532,-0.20652,0.07751,3.2062,-1.158631,0.241875,2.509377
molecule_511,Train,O=S([CH-]C1=CC=C(C#N)C=C1)(C(F)(F)F)=O,dimethylsulfoxide,C-Anion,16.28,-7.2,4,-4,2.6,0.6,-0.10573,0.11515,3.2905,-0.98703,0.25159,2.07121,169.6317889,94.4654768,-0.171602634,-0.173726,-0.200467,-0.19003,0.1093,2.8153,-1.185485,0.239864,2.518671
molecule_512,Train,O=S([CH-]C1=CC=C(C(F)(F)F)C=C1)(C(F)(F)F)=O,dimethylsulfoxide,C-Anion,17.33,-7.2,4,-4,2.6,0.6,-0.10052,0.13694,4.7768,-0.99059,0.25049,2.07176,174.8001298,107.3792278,-0.182224396,-0.182455,-0.206843,-0.19293,0.11746,4.326,-1.185799,0.240228,2.518938
molecule_513,Train,O=S([CH-]C1=CC=CC=C1)(C(F)(F)F)=O,dimethylsulfoxide,C-Anion,18.67,-7.2,4,-4,2.6,0.6,-0.08257,0.1634,3.5417,-0.99761,0.24559,2.07063,166.649664,89.73389004,-0.182060711,-0.185246,-0.216333,-0.16757,0.1457,3.746,-1.210511,0.236829,2.527765
molecule_514,Train,CC(C=C1)=CC=C1[CH-]S(=O)(C(F)(F)F)=O,dimethylsulfoxide,C-Anion,19.35,-7.2,4,-4,2.6,0.6,-0.08051,0.16033,4.8094,-0.99843,0.24644,2.06986,172.3016141,100.5465262,-0.174650313,-0.175329,-0.215063,-0.16227,0.14404,5.6974,-1.209673,0.235946,2.527477
molecule_518,Train,N12CCN(CC2)CC1,acetonitrile,N-SP3,18.8,-4.7,-4.7,-3.3,-0.3,4.3,-0.23919,0.07992,0.0007,-0.57141,0.2187,-0.24681,203.2724099,65.20265336,-0.132657488,-0.133094,-0.172274,-0.31351,0.0941,0.0001,-0.266863,0.141366,-0.193775
molecule_519,Train,N12CCC(CC2)CC1,acetonitrile,N-SP3,20.54,-4.7,-4.7,-3.3,-0.3,4.3,-0.2623,0.07708,0.9877,-0.57669,0.24153,-0.22455,203.602964,65.58116443,-0.25274007,-0.254172,-0.171074,-0.32252,0.11249,1.7412,-0.337352,0.136083,-0.013783
molecule_52,Train,C=CC[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-Si,-0.13,-0.7,-6.5,-1.3,1.3,2,-0.28907,0.00742,0.6183,-0.95235,0.25961,1.8389,203.4239854,66.59746795,-0.133283869,-0.134186,-0.105611,-0.33772,-0.00021,1.3,-0.522953,0.182752,0.533217
molecule_529,Train,NCC([O-])=O,water,N-SP3,13.51,-17.1,-8.8,5.6,0.1,0.6,-0.07555,0.26706,3.4048,-0.91627,0.3682,0.81483,203.9017318,69.96819505,-0.372208175,-0.12096,-0.311185,-0.16684,0.25569,4.1431,-0.775173,0.199418,0.713157
molecule_53,Train,CC1=CC(OC)=CC=C1,dichloromethane,C-Pi,0.13,-0.7,-6.5,-1.3,1.3,2,-0.27025,0.03294,0.9644,-0.64102,0.23716,0.34994,137.2618353,83.10168579,-0.144171148,-0.145569,-0.070038,-0.3221,0.01669,0.9267,-0.523133,0.185068,0.379947
molecule_530,Train,NC(C)C([O-])=O,water,N-SP3,13.01,-17.1,-8.8,5.6,0.1,0.6,-0.07954,0.25417,4.0488,-0.92147,0.36899,0.8207,239.207347,101.7530006,-0.354705415,-0.113592,-0.30289,-0.16316,0.25273,5.389,-0.775611,0.214741,0.687497
molecule_531,Train,NC(C(C)C)C([O-])=O,water,N-SP3,13.65,-17.1,-8.8,5.6,0.1,0.6,-0.09698,0.21611,7.2318,-0.92627,0.39014,0.83682,210.5656805,74.30661894,-0.398621281,-0.057737,-0.298357,-0.16491,0.25051,8.0503,-0.77202,0.216458,0.693628
molecule_532,Train,NC(CC(C)C)C([O-])=O,water,N-SP3,14.01,-17.1,-8.8,5.6,0.1,0.6,-0.08672,0.20434,8.8989,-0.92824,0.38418,0.83166,198.4042334,100.1817195,-0.344443433,-0.053676,-0.291111,-0.16575,0.24912,10.5575,-0.77166,0.217783,0.686682
molecule_533,Train,NC(CC1=CC=CC=C1)C([O-])=O,water,N-SP3,14.12,-17.1,-8.8,5.6,0.1,0.6,-0.10457,0.13617,11.5838,-0.94542,0.39857,0.84151,143.5002027,102.7588153,-0.377214741,-0.124116,-0.300594,-0.17516,0.11443,12.6781,-0.762087,0.220598,0.684871
molecule_534,Train,O=C([O-])C1NCCC1,water,N-SP3,18.08,-17.1,-8.8,5.6,0.1,0.6,-0.08306,0.21524,7.6438,-0.83641,0.33092,0.83297,181.5902681,89.51043609,-0.23318729,-0.120153,-0.23641,-0.16118,0.24396,10.2202,-0.767405,0.176207,0.747234
molecule_535,Train,NC(CO)C([O-])=O,water,N-SP3,13.16,-17.1,-8.8,5.6,0.1,0.6,-0.09563,0.22088,6.3461,-0.9208,0.43665,0.84236,166.0549946,90.10788482,-0.29866041,-0.14798,-0.300682,-0.18006,0.23121,5.3804,-0.7575,0.322599,0.701209
molecule_536,Train,NC(C(O)C)C([O-])=O,water,N-SP3,12.69,-17.1,-8.8,5.6,0.1,0.6,-0.11783,0.23059,5.1064,-0.92991,0.50988,0.8539,118.240862,85.0546543,-0.296997486,-0.142709,-0.297145,-0.18547,0.22771,6.1056,-0.750853,0.373576,0.691785
molecule_537,Train,NC(CC(N)=O)C([O-])=O,water,N-SP3,13.03,-17.1,-8.8,5.6,0.1,0.6,-0.10446,0.20958,7.1928,-0.94607,0.44348,0.83143,225.9174957,86.12712252,-0.362848496,-0.086195,-0.26161,-0.18714,0.15501,8.1151,-0.757625,0.296855,0.691684
molecule_538,Train,NC(CCC(N)=O)C([O-])=O,water,N-SP3,13.45,-17.1,-8.8,5.6,0.1,0.6,-0.09773,0.18792,7.5414,-0.91935,0.41461,0.82824,128.5150446,101.3079885,-0.336964872,-0.110648,-0.294073,-0.17987,0.13451,8.1151,-0.752024,0.273183,0.688678
molecule_539,Test,NC(CCCNC(N)=[NH2+])C([O-])=O,water,N-SP3,12.96,-17.1,-8.8,5.6,0.1,0.6,-0.17825,-0.01953,30.4091,-0.95347,0.4489,0.83395,205.0727958,72.70687076,-0.368870761,-0.058854,-0.294602,-0.35219,0.01865,7.046,-0.668944,0.384313,0.573069
molecule_54,Train,[H]C#CC1=CC=CC=C1,dichloromethane,C-Pi,-0.04,-0.7,-6.5,-1.3,1.3,2,-0.29077,-0.00496,0.6309,-0.22542,0.23926,-0.04425,44.86319322,67.29478983,-0.199480376,-0.200317,-0.108759,-0.34481,-0.00688,0.5954,-0.215245,0.197096,0.062427
molecule_540,Train,NC(CC1=CNC=N1)C([O-])=O,water,N-SP3,13.83,-17.1,-8.8,5.6,0.1,0.6,-0.09227,0.16881,15.0187,-0.92348,0.41159,0.83958,120.0952558,81.72799,-0.399671189,-0.0539,-0.301843,-0.1731,0.12636,14.2873,-0.764937,0.25175,0.688839
molecule_541,Train,NC(CC([O-])=O)C([O-])=O,water,N-SP3,13.81,-17.1,-8.8,5.6,0.1,0.6,0.04434,0.40758,1.3658,-0.9578,0.38214,0.84051,180.205504,74.53604193,-0.197605397,-0.057337,-0.325782,-0.05689,0.35515,1.5738,-0.810053,0.238151,0.761855
molecule_542,Train,NC(CCC([O-])=O)C([O-])=O,water,N-SP3,13.96,-17.1,-8.8,5.6,0.1,0.6,0.02278,0.36957,3.7196,-0.93396,0.37578,0.84064,120.8663974,93.59464778,-0.232965523,-0.043611,-0.313099,-0.07764,0.33968,4.2935,-0.81606,0.221715,0.752365
molecule_543,Train,NC(C[S-])C([O-])=O,water,N-SP3,23.43,-17.1,-8.8,5.6,0.1,0.6,0.11216,0.425,1.1213,-0.94978,0.35172,0.83701,169.5844417,75.17044426,-0.649728207,-0.0333,-0.326454,-0.00452,0.34818,1.8376,-1.062582,0.22364,0.722141
molecule_544,Train,NC(CCSC)C([O-])=O,water,N-SP3,13.16,-17.1,-8.8,5.6,0.1,0.6,-0.09189,0.1834,11.3534,-0.92569,0.38272,0.82912,141.2595741,105.3045431,-0.343654172,-0.101227,-0.295868,-0.17309,0.12298,12.8648,-0.763503,0.219134,0.689756
molecule_545,Test,NCCC([O-])=O,water,N-SP3,13.26,-17.1,-8.8,5.6,0.1,0.6,-0.08245,0.2211,7.1788,-0.89099,0.33736,0.84084,198.5544799,65.47003823,-0.443602318,-0.064872,-0.293025,-0.17621,0.25531,7.4802,-0.768756,0.189977,0.76398
molecule_546,Train,O=C([O-])CCCN,water,N-SP3,13.55,-17.1,-8.8,5.6,0.1,0.6,-0.08387,0.20409,9.4687,-0.88815,0.34897,0.84326,201.5864853,68.75985875,-0.437558639,-0.034428,-0.284312,-0.17538,0.23323,9.2075,-0.771086,0.197141,0.754038
molecule_547,Train,O=C([O-])CNC(CN)=O,water,N-SP3,12.91,-17.1,-8.8,5.6,0.1,0.6,-0.11687,0.20049,7.9075,-0.88913,0.43417,0.83707,201.9064486,67.94212563,-0.436381972,-0.023202,-0.278892,-0.20641,0.15645,8.8343,-0.76222,0.313012,0.731748
molecule_548,Train,O=C([O-])CNC(CNC(CN)=O)=O,water,N-SP3,12.26,-17.1,-8.8,5.6,0.1,0.6,-0.12697,0.15414,14.3354,-0.89546,0.4426,0.83793,205.9891151,71.79181943,-0.439760448,-0.008881,-0.275095,-0.2144,0.11033,14.9669,-0.757836,0.320035,0.732417
molecule_549,Train,O=[N+](C1=CC=C([CH-]C2=CC=C([N+]([O-])=O)C=C2)C=C1)[O-],dimethylsulfoxide,C-Anion,19.92,-7.2,4,-4,2.6,0.6,-0.08755,0.05541,2.2703,-0.465,0.247,0.5299,152.3928304,84.09119607,-0.126206373,-0.126947,-0.132005,-0.18124,0.05534,2.7361,-0.609454,0.173442,0.875122
molecule_55,Train,C=CO[Si](C(C)C)(C(C)C)C(C)C,dichloromethane,C-Pi,3.44,-0.7,-6.5,-1.3,1.3,2,-0.28298,0.06502,1.5754,-0.90342,0.24654,2.13002,205.4244207,81.96080412,-0.209707124,-0.212328,-0.134705,-0.32715,0.03563,1.327,-0.516044,0.185213,0.454814
molecule_555,Train,CC1=CC=C(C)N1,acetonitrile,C-Pi,8.01,-4.7,-4.7,-3.3,-0.3,4.3,-0.24095,0.08208,2.1361,-0.66181,0.41246,0.14805,220.0470997,85.35793172,-0.146872096,-0.107206,-0.110095,-0.3026,0.05307,2.5999,-0.479099,0.257841,0.082537
molecule_556,Train,CC1=CC=C(C)N1C,acetonitrile,C-Pi,8.69,-4.7,-4.7,-3.3,-0.3,4.3,-0.2382,0.08229,2.3243,-0.66904,0.24166,0.15495,113.2311095,80.37469668,-0.142530646,-0.103287,-0.11184,-0.29707,0.05776,3.2932,-0.469698,0.170346,0.067469
molecule_557,Train,CC1=CC(C)=CN1,acetonitrile,C-Pi,10.67,-4.7,-4.7,-3.3,-0.3,4.3,-0.24596,0.08602,1.9199,-0.66213,0.41507,0.15693,217.79848,85.70565571,-0.187975068,-0.188429,-0.042304,-0.30727,0.05112,1.8851,-0.486793,0.255281,0.113988
molecule_558,Train,CC1=C(CC)C(C)=CN1,acetonitrile,C-Pi,11.63,-4.7,-4.7,-3.3,-0.3,4.3,-0.24187,0.0843,1.8149,-0.66391,0.41465,0.16466,215.9225813,85.71261022,-0.175689237,-0.176849,-0.044035,-0.30366,0.05291,1.6102,-0.47382,0.255058,0.059847
molecule_559,Train,N12C(CCCCC2)=NCCC1,acetonitrile,N-SP2,15.29,-4.7,-4.7,-3.3,-0.3,4.3,-0.25706,0.07656,2.9594,-0.59513,0.26078,0.4949,223.9082826,94.03253503,-0.186227018,-0.187897,-0.266856,-0.31574,0.05595,3.3086,-0.462266,0.170788,0.362611
molecule_56,Train,C=C(C)C[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,dichloromethane,C-Si,4.17,-0.7,-6.5,-1.3,1.3,2,-0.27955,0.00519,0.798,-0.93775,0.25824,1.83436,163.4992959,69.52428614,-0.178929347,-0.180908,-0.117878,-0.33047,-0.00116,1.214,-0.553436,0.187698,0.534194
